case_number,case_summary,lang_info,case_created_date,case_typ,case_injury_typ,case_txt,country_nme,case_supervisor_nme,case_root_cause_txt,case_immediate_cause_desc,case_unsafe_act_desc,mgmt_sys_failure_desc,case_corrective_txt,case_status,case_cmts,case_clousre_inv_complete_date,case_root_cause_desc,case_reported_date,case_report_year,case_level_severity,primary_business,primary_business_segment,site_location_nme,region,case_followup_flag,month,month_year,quarter
19005,Employee reported strain in their left elbow from turning knobs on their test equipment and handling parts for testing.,en,2019-06-25T00:00:00.000Z,Injury,Strain,Employee reported strain in their left elbow from turning knobs on their test equipment and handling parts for testing.,US,Roberto X Jara-Salazar,TBD,Ergonomically inadequate workstation or rotation,,Ergonomics,Perform ergonomic assessment on workstation to determine if any adjustments can be made to reduce ergo risk for this task.,0,,-1.0,"Inadequate job planning, instruction, supervision",2019-06-25T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,No,6,2019-6,Q2-2019
19006,Employee developed pain in their left wrist from performing multiple different tasks.,en,2019-06-25T00:00:00.000Z,Injury,Strain,Employee developed pain in their left wrist from performing multiple different tasks.,US,Karl E Sele,TBD,Ergonomically inadequate workstation or rotation,,Risk Assessment,Perform ergonomic assessment of tasks to determine if ergonomic risk can be reduced.,0,EE is now performing the tasks in an less ergonomically stressful position. all pain has been relieved from the EE wrist.,2.0200107E7,Inadequate procedures/work instructions/work standards,2019-06-25T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,6,2019-6,Q2-2019
19007,Employee was walking by a fixture on a workbench and scraped their right forearm on the fixture.,en,2019-07-09T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",Employee was walking by a fixture on a workbench and scraped their right forearm on the fixture.,US,Michael A Canaveral,Sharp edge on workstation and congested area for walking between workstations caused this incident.,"Sharp edge on part, workstation, or equipment",,Event Analysis,Review fixture and determine best way to eliminate sharp edge.,0,the fixture edges was rounded so this was not occur again,2.0190823E7,Inadequate inspection/auditing,2019-07-09T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,7,2019-7,Q3-2019
19008,Employee reported skin irritation while working in the cast coil area.,en,2019-07-16T00:00:00.000Z,Injury,Skin Irritation,Employee reported skin irritation while working in the cast coil area.,US,Michael A Canaveral,TBD,Allergic Reaction,,Chemical Management,Review chemicals in area to determine if they could have caused the employee to have an allergic reaction.,0,EE in this area work in full body suits EHS investigated the chemicals in the area and found the clams in this report was N/A,2.0190827E7,"Inadequate job planning, instruction, supervision",2019-07-16T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,7,2019-7,Q3-2019
19009,Employee was vacuuming out sand blasting machine when they sustained a static shock on their left middle finger.,en,2019-07-16T00:00:00.000Z,Injury,Burn (electrical),Employee was vacuuming out sand blasting machine when they sustained a static shock on their left middle finger.,US,Michael A Canaveral,"Employee was not wearing grounding strap during cleaning, as they were only instructed to use grounding strap while operating machine. This exposed the employee to a shock hazard while working inside the equipment.",Administrative workplace control not followed,,Event Analysis,Review equipment used for this task and determine best way to prevent against static shock,0,"Updated procedure for using this equipment to require use of grounding strap at all times, not just while operating sand blaster. New procedure was communicated to employees and posted on sand blaster.",2.0190802E7,"Inadequate job planning, instruction, supervision",2019-07-16T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,7,2019-7,Q3-2019
19010,Cut on thumb through glove while removing the seal on a bucket of AX 68 Yaw Drive Oil.,en,2019-07-09T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",Cut on thumb through glove while removing the seal on a bucket of AX 68 Yaw Drive Oil.,Multi-Country,Kolby Starks,The seal on the AX 68 Oil bucket is metal. The instructions are written in a foreign language. The employee did not look closely enough at the seal lid to realize that the seal has to be pulled in a specific direction. He pulled it in the wrong direction and the metal seal pealed off creating a sharp edge which cut through his glove and into his thumb. It was noted that the seal creates a dangerous edge regardless of how the seal is removed.,"Sharp edge on part, workstation, or equipment",Employee awareness/attentiveness,Housekeeping & Inspection Programs,We discussed the correct way to open the seal and how to manage the sharp seal material once it is removed.,0,We have discussed the opening of the AX68 buckets and how to manage the sharp edge that is created to ensure this doesnt happen again.,2.0190716E7,"Inadequate job planning, instruction, supervision",2019-07-09T00:00:00.000Z,2019,Level D,GE Renewable Energy,Digital Services,DS - ONW NAM - OM and Services,Multi-Region,Yes,7,2019-7,Q3-2019
19011,"EE was torquing nacelle to bed plate mounting hardware with 24mm socket and medium torque wrench. As EE was torquing the socket slipped off the bolt, striking EE on top of the head causing a cut on the scalp.",en,2019-06-19T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","EE was torquing nacelle to bed plate mounting hardware with 24mm socket and medium torque wrench. As EE was torquing the socket slipped off the bolt, striking EE on top of the head causing a cut on the scalp.",Multi-Country,Zachary Wylie,1) Tech was not wearing hard hat,Inadequate/Faulty/No PPE assigned or available,Proper PPE not used for task,Contractor Management,1) contractor to implement corrective actions  2) discussion of hard hat requirement in wind turbine,0,Actions have been implemented. Call w/ contractor leadership completed.,2.0190716E7,"Inadequate job planning, instruction, supervision",2019-06-19T00:00:00.000Z,2019,Level D,GE Renewable Energy,Digital Services,DS - ONW NAM - OM and Services,Multi-Region,Yes,6,2019-6,Q2-2019
19012,"He was accommodating the partition of a cabinet ""levering"" with the help of a screwdriver placing it between the partition and the tank, seeking to push the partition out so that the bolt entered correctly, due to the reduced space, and the force applied to make the With the lever, the screwdriver slips and swings at the collaborator, causing him to hit his safety glasses with his hand.",en,2019-06-24T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)","Se encontraba acomodando la partición de un gabinete haciendo “palanca” con ayuda de un desarmador colocandolo entre la particion y el tanque, buscando empujar la particion hacia afuera para que el perno entrara correctamente, debido al espacio reducido, y a la fuerza aplicada para hacer la palanca, el desarmador se resbala y se safa hacia el colaborador, provocando que se golpee con su mano en los lentes de seguridad.",Unknown,Jesus Gonzalez Gracia,,,,Unknown,,0,,-1.0,,2019-06-24T00:00:00.000Z,2019,Level D,GE Renewable Energy,Unknown,Unknown,Unknown,No,6,2019-6,Q2-2019
19013,"Refiere el trabajador que las placas soldadas se pegaron con las que se encontraban abajo, por lo cual el compañero lesionado decide acercarse para ayudar al soldador a despegar la placa sacudiéndola, esta se separa y con la misma fuerza aplicada se golpea en la mano entre el borde de la lámina y la pared de la celda.",es,2019-06-27T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)","Refiere el trabajador que las placas soldadas se pegaron con las que se encontraban abajo, por lo cual el compañero lesionado decide acercarse para ayudar al soldador a despegar la placa sacudiéndola, esta se separa y con la misma fuerza aplicada se golpea en la mano entre el borde de la lámina y la pared de la celda.",Unknown,Miguel Escareno,,,,Unknown,,0,,-1.0,,2019-06-27T00:00:00.000Z,2019,Level D,GE Renewable Energy,Unknown,Unknown,Unknown,No,6,2019-6,Q2-2019
19014,"The operator comments that he was cutting the strap and finished cutting it loose, returning to its rigid shape and turns completely uncoiling hitting the safety lens first, then hitting the operator's forehead.",en,2019-07-03T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)","El operador comenta que se encontraba cortando el fleje y terminar de cortar lo suelta,volviendo a tomar su forma rígida  y da la vuelta completa desenrollándose golpeando primeramente el lente de seguridad, para después golpear la frente del operador.",Unknown,Carlos Solis Marquina,,,,Unknown,,0,,-1.0,,2019-07-03T00:00:00.000Z,2019,Level D,GE Renewable Energy,Unknown,Unknown,Unknown,No,7,2019-7,Q3-2019
19015,EE was working to open a crate and when he reached inside he was stuck under the finger nail with a nail. EE was not wearing gloves during this activity. EE applied a wipe to the wound for bleeding and followed with an alcohol swap and bandaid.,en,2019-07-15T00:00:00.000Z,Injury,Puncture,EE was working to open a crate and when he reached inside he was stuck under the finger nail with a nail. EE was not wearing gloves during this activity. EE applied a wipe to the wound for bleeding and followed with an alcohol swap and bandaid.,US,MANICKA KAMBAN PARI,"Employee was issued cut gloves but failed to use them in this task, requirement for gloves to be used for this task may not have been properly communicated. Additionally employee reached his hand into a the crate without looking, employee should have been aware of the hazard of nails in the crate as he was actively engaged and removing them. Employees were not routinely reminded of hazards and PPE requirement for material handling. Additionally proper fastner for the packaging application would be the use of screws so that crate could be easily disassembled with sharps removed.","Improperly fitting parts, materials, fasteners",Proper PPE not used for task,Risk Assessment,Ensure all employees are trained in material handling and proper use of PPE (Gloves) and of material hazards. Reach out to Stafford about use of screws as opposed to nails for easier disassembly.,0,Employees trained on proper glove use and awareness of hand positioning. Request made to no longer use nails.,2.0190827E7,"Inadequate job planning, instruction, supervision",2019-07-15T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"GA - PHX - Phoenix, AZ, USA",US,Yes,7,2019-7,Q3-2019
19016,"The employee claims to have pressed the index finger of his right hand between two oil drums, while handling one of them. reports that they were wearing gloves when it happened.",en,2019-07-13T00:00:00.000Z,Injury,"Contusion, Bruise","The employee claims to have pressed the index finger of his right hand between two oil drums, while handling one of them. reports that they were wearing gloves when it happened.",Brazil,Alexandre Waldeley Ribeiro,Tight space for storage.,Congested or tight space,Employee awareness/attentiveness,Material Transport,the employee was attended at the interanal healthcare and go back to work.,0,the employee was attended at the interanal healthcare and go back to work.,2.0190716E7,Inadequate procedures/work instructions/work standards,2019-07-13T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - AIB - Itajuba, Brazil",LATAM,Yes,7,2019-7,Q3-2019
19017,"Shortly after returning to the production area from lunch break at approximately 0030, an EE found me and explained that she thinks shes been bitten by a spider. She says she felt something earlier in the night around 10 oclock but did not think much of it. She says it felt worse after lunch.",en,2019-07-16T00:00:00.000Z,Injury,"Bite, Sting (insect or animal)","Shortly after returning to the production area from lunch break at approximately 0030, an EE found me and explained that she thinks shes been bitten by a spider. She says she felt something earlier in the night around 10 oclock but did not think much of it. She says it felt worse after lunch.",US,Maurice Fields,An EE complained to the supervisor about skin allergic reaction and perceived it to be a spider bite with its effect increasing overtime.,Allergic Reaction,,Event Analysis,"After much investigation, it was discovered that it wasnt a spider bite. The actual cause of the skin allergic reaction is unknown.",0,The actual cause of the skin allergic reaction is unknown.,2.0190824E7,,2019-07-16T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Little Rock,US,Yes,7,2019-7,Q3-2019
19018,"While moving a motor, Employee was using an up tower crane. Employee went to grab a wrench and lifted his head and hit he cross member of the beam",en,2019-06-17T00:00:00.000Z,Injury,Concussion,"While moving a motor, Employee was using an up tower crane. Employee went to grab a wrench and lifted his head and hit he cross member of the beam",Multi-Country,Michael Richard Blum,"Employee had forgot where the hoist was, made a sudden head up movement and struck the beam. Forgot about he location of the hoist.","Inadequate guards, barriers, or warning system",Equipment/tool used improperly,Work at Heights,Ensure employees understand that hard hats should always be worn when using a crane up tower to prevent head injuries.,0,technician back to work. region has discussed the requirement of hard hat usage when working up tower.,2.0190717E7,Inadequate communication,2019-06-17T00:00:00.000Z,2019,Level D,GE Renewable Energy,Digital Services,DS - ONW NAM - OM and Services,Multi-Region,Yes,6,2019-6,Q2-2019
19019,A Technician was tightening the 2X cooler hose with the open end wrench and it made contact with the left side of their head. The Technician was able to return to work without further issues or concern. A discussion was held with the Team member in this Station to be aware of their tool placement on the cooler hose and be aware of their head placement.,en,2019-06-20T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)",A Technician was tightening the 2X cooler hose with the open end wrench and it made contact with the left side of their head. The Technician was able to return to work without further issues or concern. A discussion was held with the Team member in this Station to be aware of their tool placement on the cooler hose and be aware of their head placement.,US,Chris Malone,A best practice is to not be in the path of the wrench as it tightens the cooler hose.,,Employee awareness/attentiveness,Training Management,A discussion was held about preventing this from reoccurring in the future. Discussed how to properly install the hose and to keep head along with body parts out of the path.,0,A discussion was held about preventing this from reoccurring in the future. Discussed how to properly install the hose and to keep head along with body parts out of the path.,2.0190627E7,,2019-06-20T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,6,2019-6,Q2-2019
19020,"EE was exiting the forklift. When the EE turned to walk away, they slipped and rolled their knee. EE was taken to the clinic, given ice packs and first aid, then returned to work.",en,2019-06-29T00:00:00.000Z,Injury,Sprain,"EE was exiting the forklift. When the EE turned to walk away, they slipped and rolled their knee. EE was taken to the clinic, given ice packs and first aid, then returned to work.",US,Joshua Matson,Water on floor.,"Wet, icy, snowy road or walkway",,Housekeeping & Inspection Programs,Make every effert to keep floor dry. Remind EEs to be aware of surrounding conditions,0,Trained employee to verify safe path of travel.,2.0190629E7,,2019-06-29T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,6,2019-6,Q2-2019
19021,In SWT-5 in A-1 bay an employee was using the alignment tool when working on the Nacelle lid.  The alignment tool slipped and the end made contact with the employees forehead.  The employee was seen by a the nurse and returned to work.,en,2019-06-28T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",In SWT-5 in A-1 bay an employee was using the alignment tool when working on the Nacelle lid.  The alignment tool slipped and the end made contact with the employees forehead.  The employee was seen by a the nurse and returned to work.,US,Goldye L. Clark,The way that the employee was holding the tool put his face in the way if the tool slipped,"Inadequate guards, barriers, or warning system",Improper force / posture / position,Training Management,Coached EE on proper methods,0,Communication about the incident has gone out to all teams and discussed at tool box talks.,2.0190629E7,Inadequate procedures/work instructions/work standards,2019-06-28T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,6,2019-6,Q2-2019
19023,"person was removing excess sikka with the help of small piece of M.S. Plate, at that time his hand got slipped and plate comes in contact with other hand hence injury took place on thumb.",en,2019-07-18T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","person was removing excess sikka with the help of small piece of M.S. Plate, at that time his hand got slipped and plate comes in contact with other hand hence injury took place on thumb.",India,ANKOOR SHUKLA,-used wrong tool for work,,Equipment/tool used improperly,Risk Assessment,Tools removed from workplace New tool implemented,0,Closed,2.019073E7,,2019-07-18T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Vadodara,ASEAN/India/JP/KR,Yes,7,2019-7,Q3-2019
19024,The operator feels pain in the lower back after one of the catwalks snags in the rail of the glass wagon while he was moving them. The worker was separating the catwalks from the leading edge to later join the molds,en,2019-07-12T00:00:00.000Z,Injury,Sprain,The operator feels pain in the lower back after one of the catwalks snags in the rail of the glass wagon while he was moving them. The worker was separating the catwalks from the leading edge to later join the molds,Spain,Viorel Tomut,"Poor condition of catwalks wheels, No specific procedure for the task",Defective/worn/maladjusted tool/equipment,Improper force / posture / position,Risk Assessment,Inform all employees in the weekly communication Include this Hazard in workplace risk assessment Establish specific procedure for catwalks movement Training in the procedure and the hazards to all workers who perform this task Replace wheels in poor condition of the 63.7 P catwalks Train staff in the correct way to review the catwalks,0,All actions closed,2.0190925E7,Inadequately maintained tools/equipment,2019-07-12T00:00:00.000Z,2019,Level C,GE Renewable Energy,LM Wind Power,Castellón,EU/SSA,Yes,7,2019-7,Q3-2019
19025,Cut at Finger right,en,2019-07-16T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",Cut at Finger right,Switzerland,Labinot Haxhija,"The turning part (pressure air tool) got stuck in the material. He  took it out the material, tested if it still works. Then he went backwards with the tool, not realizing it was still running. 
Das Drehteil (Druckluftwerkzeug) blieb im Material stecken. Er nahm das Material heraus und prüfte, ob es noch funktionierte. Dann ging er mit dem Werkzeug rückwärts und merkte nicht, dass es noch lief.",,Employee awareness/attentiveness,Machine Safety / Guarding,Longer term actions:  Add pictogram to not wear gloves for this specific work Investigate different type of gloves for work in this area (sharp edges)  Investigate if possible to use different tool in small areas,0,2. accident at 20. august. 2019. Actions with be closed with new accident event #57.,2.0190826E7,"Inadequate job planning, instruction, supervision",2019-07-16T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"HVS - SEH - Oberentfelden, Switzerland",EU/SSA,Yes,7,2019-7,Q3-2019
19027,He was slightly injured in his right arm as a result of the jump of the air jack.,en,2019-07-19T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)",Hava jakının fırlaması sonucu sağ kolunda hafif yaralanmıştır.,Turkey,Semiha Ulucenk,Kontrol eksikliği,"Inadequate guards, barriers, or warning system",Equipment/tool used improperly,Machine Safety / Guarding,,0,Kazala ilgili aksiyon alınmıştır.,2.0200213E7,Inadequate procedures/work instructions/work standards,2019-07-19T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,Yes,7,2019-7,Q3-2019
19028,"2019.7.19上午八点左右，67.2组装员工准备清扫叶片内部粉尘，由于新鲜空气车把手在墙壁内侧，通道狭窄，在掉头过程中，右手磕碰到了66.9法兰盘架子上，10:30员工被送到人民医院进行诊断，第一次书面诊断结果无异常，但之后又提到有骨折，但是从影像图片中看右手无任何异常，目前仍在等待最终诊断结果，有任何进展会及时更新。该员工已当日回到公司上班。经过医生最终检查，诊断结果为右手第五掌骨基底骨折。 2019.7.19, around 8:00 am, one 67.2 employee move tools wagon, because the space is narrow, his right hand squeezed onto the 66.9 flange vertical beam, and then this employee was sent to hospital for check, no abnormality symptoms in the first written diagnosis, but the doctor said a little bit bone broken, but from the image scan picture shows the right hand without any offset and crack, now is still waiting for the final result, and any process will update in time. This employee has been back to company at that day. After the physician final diagnosis, shows that the right hand fifth fifth metacarpal base fracture.",en,2019-07-19T00:00:00.000Z,Injury,Fracture,"2019.7.19上午八点左右，67.2组装员工准备清扫叶片内部粉尘，由于新鲜空气车把手在墙壁内侧，通道狭窄，在掉头过程中，右手磕碰到了66.9法兰盘架子上，10:30员工被送到人民医院进行诊断，第一次书面诊断结果无异常，但之后又提到有骨折，但是从影像图片中看右手无任何异常，目前仍在等待最终诊断结果，有任何进展会及时更新。该员工已当日回到公司上班。经过医生最终检查，诊断结果为右手第五掌骨基底骨折。 2019.7.19, around 8:00 am, one 67.2 employee move tools wagon, because the space is narrow, his right hand squeezed onto the 66.9 flange vertical beam, and then this employee was sent to hospital for check, no abnormality symptoms in the first written diagnosis, but the doctor said a little bit bone broken, but from the image scan picture shows the right hand without any offset and crack, now is still waiting for the final result, and any process will update in time. This employee has been back to company at that day. After the physician final diagnosis, shows that the right hand fifth fifth metacarpal base fracture.",China,Jian Wang1,"员工安全意识淡薄Lack of safety awareness
通道空间狭窄Narrow aisle space
无推拉小车操作说明No trolley operation instruction",Congested or tight space,Employee awareness/attentiveness,Preventive Maintenance,,0,action complete,2.0190905E7,Inadequate procedures/work instructions/work standards,2019-07-19T00:00:00.000Z,2019,Level C,GE Renewable Energy,LM Wind Power,Qinhuangdao,Greater China,Yes,7,2019-7,Q3-2019
19029,"On the 17.07.19, the IP was going down the cavern by site mini-buses when he had hard pain on the left hear. On the 18.07.19 morning, the IP informed GE he still have some pain and will go to the doctor. On the 18.07.19 afternoon, the IP sent a mail to GE informing them he has his left hear-drum damaged and have some days away from work.",en,2019-07-18T00:00:00.000Z,Illness,"Hearing Loss, or Impairment","On the 17.07.19, the IP was going down the cavern by site mini-buses when he had hard pain on the left hear. On the 18.07.19 morning, the IP informed GE he still have some pain and will go to the doctor. On the 18.07.19 afternoon, the IP sent a mail to GE informing them he has his left hear-drum damaged and have some days away from work.",Multi-Country,JOSEPH MOHAMED Mohamed BASBOUS,,,,Risk Assessment,No specific action has been issued regarding this IIR,0,No specific action has been issued regarding this IIR,2.0190719E7,,2019-07-18T00:00:00.000Z,2019,Level C,GE Renewable Energy,Hydro,Hydro - EMEA and Russia - Projects,Multi-Region,Yes,7,2019-7,Q3-2019
19030,"In A1 Bay, a Maintenance Technician was working on overhead crane GE 2203 and strained lower back, in SWT5, because the auxiliary hoist wasnt working. The Technician also stated that they felt some pain in their groin area. The Technician was taking pictures of the contactors during the time of the injury. A First Responder provided basic first aid. The Technician was instructed to call the site nurse in the morning and also call his Ops Leader to update them on his status.",en,2019-07-15T00:00:00.000Z,Injury,Strain,"In A1 Bay, a Maintenance Technician was working on overhead crane GE 2203 and strained lower back, in SWT5, because the auxiliary hoist wasnt working. The Technician also stated that they felt some pain in their groin area. The Technician was taking pictures of the contactors during the time of the injury. A First Responder provided basic first aid. The Technician was instructed to call the site nurse in the morning and also call his Ops Leader to update them on his status.",US,Jesse Adam Hensley,"No tool usage or improper lifting contributing to the injury, just body posture while taking pictures",Congested or tight space,Unintentional Deviation (Human Error),Regulatory Applicability,to be further discussed,0,Be more aware of your work area for insects before moving around.,2.0190719E7,,2019-07-15T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,7,2019-7,Q3-2019
19031,While working in A1 bay in the M1.5 bedplate area. Technician was installing harnesses when stung by an unknown insect on left elbow. First responder was called and technician was escorted to nurses office.,en,2019-07-15T00:00:00.000Z,Injury,"Bite, Sting (insect or animal)",While working in A1 bay in the M1.5 bedplate area. Technician was installing harnesses when stung by an unknown insect on left elbow. First responder was called and technician was escorted to nurses office.,US,Goldye L. Clark,Technician was stung by unknown insect,Exposure to Animals/Insects/Plants,,Preventive Maintenance,Bug Spray,0,"All employees has been advised to be aware of insect, while working in bay area around parts and units.",2.0190812E7,,2019-07-15T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,7,2019-7,Q3-2019
19032,"Technician was tapping a driver with a hammer on a hydraulic pump to drill drive and built up pressure on the pucks, The hammer slipped and hit his left hand middle finger causing a laceration on the tip of the finger. ( See Pictures)",en,2019-06-29T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","Technician was tapping a driver with a hammer on a hydraulic pump to drill drive and built up pressure on the pucks, The hammer slipped and hit his left hand middle finger causing a laceration on the tip of the finger. ( See Pictures)",US,David Edward Key,The hammer slipped and hit his left hand middle finger causing a laceration on the tip of the finger.,,Employee awareness/attentiveness,Training Management,,0,Take time while handling tools.,2.0190719E7,,2019-06-29T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,6,2019-6,Q2-2019
19033,"Tuesday, July 16, 2019 around 7:45 pm, the operator (temporary worker) was putting an electrode (around 3 kg) on a trolley when the piece slipped out of his hands. He wanted to catch it, but his hand was stuck between the trolley and the electrode. He finished his job at 8.00 pm.  The next day, his hand had swelled; he went to see the ge nurse and after he went to the hospital.  the ligaments were damaged.  Normally, he will come back Monday 22 of july  He wore glove.",en,2019-07-17T00:00:00.000Z,Injury,"Contusion, Bruise","Tuesday, July 16, 2019 around 7:45 pm, the operator (temporary worker) was putting an electrode (around 3 kg) on a trolley when the piece slipped out of his hands. He wanted to catch it, but his hand was stuck between the trolley and the electrode. He finished his job at 8.00 pm.  The next day, his hand had swelled; he went to see the ge nurse and after he went to the hospital.  the ligaments were damaged.  Normally, he will come back Monday 22 of july  He wore glove.",France,Marie Ange TEISSIER,8D U509 : absence de protection sur un nouveau chariot (mis en service sans les protections alors que les que les autres chariots sont correctement proteges),"Sharp edge on part, workstation, or equipment",,Risk Assessment,Mise en place de mousse sur chariot et equipements,0,FAIT,2.0191108E7,Inadequate Control System Setup or Failure,2019-07-17T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"HVS - BHT - Aix Les Bains, France",EU/SSA,Yes,7,2019-7,Q3-2019
19034,EE pinched right index finger between platform and hub when pulling a platform out of a Hub.  Received first aid and returned to work.,en,2019-06-25T00:00:00.000Z,Injury,"Contusion, Bruise",EE pinched right index finger between platform and hub when pulling a platform out of a Hub.  Received first aid and returned to work.,US,Teodoro Camadella,EE was not paying attention to proper hand placement during procedure,,Unintentional Deviation (Human Error),Training Management,,0,EE will be re-trained on proper hand placement when removing platforms from Hubs.,2.0190625E7,,2019-06-25T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,6,2019-6,Q2-2019
19035,"EE was driving toward B Bay when a wood particle blew in to the left eye. First aid administered, EE returned to work.",en,2019-06-23T00:00:00.000Z,Injury,Foreign Body,"EE was driving toward B Bay when a wood particle blew in to the left eye. First aid administered, EE returned to work.",US,Joshua Matson,Wind picking up wood particles and blowing across the que from the woodpile.,"Exposure to smoke, dust, fumes, or vapors",,Housekeeping & Inspection Programs,Counseled EE about eye protection donning. Also ensure wood chips are being sprayed to decrease debris scatter.,0,Notified operators to be conscious of wood pile particles blowing around.,2.0190623E7,,2019-06-23T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Pensacola, FL, USA",US,Yes,6,2019-6,Q2-2019
19036,The operator shed his eyes while buying the 3M Surface cleaner.,en,2019-07-19T00:00:00.000Z,Injury,Eye Irritation,Operatör  3M Surface cleanerı alırken gözüne dökülmüştür.,Turkey,Emre Acitas,"Çalışma alanlarında kimyasallar için tanımlı bir alan yoktu
İş Öncesi Risk Analizi yapmadı
Küçük, bağlantısız kaybolma olasılığı fazla
Gözlük gözü tam olarak sarmıyordu","Housekeeping, unsafe placement, slip/trip hazards",Normalized Deviation,Housekeeping & Inspection Programs,Assembly catwalklarına kimyasal şişelerini konumlandırmak için aparat yapılacak kapak için alternatif araştırılacak Kapalı sistem gözlük araştırılacak,0,Teşekkürler,2.0191009E7,Inadequate procedures/work instructions/work standards,2019-07-19T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,Yes,7,2019-7,Q3-2019
19037,The leg stays between the bushings as a result of the wing pressing the bushings in the root mouth,en,2019-07-19T00:00:00.000Z,Injury,Crushing injury,Kanadın root ağzındaki bushinglere basması sonucu bacağının bushingler arasında kalması,Turkey,Omer Sarioglu,Bushinglere basması,Administrative workplace control not followed,Employee awareness/attentiveness,Housekeeping & Inspection Programs,ATS ile takip edildi.,0,Teşekkürler,2.0190919E7,"Inadequate job planning, instruction, supervision",2019-07-19T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,Yes,7,2019-7,Q3-2019
19038,"O operador foi pegar um material na parte superior do armário onde é guardada as lixadeiras orbitais e havia um outro operador agachado na parte inferior do mesmo armário pegando material , dai uma lixadeira caiu e bateu na cabeça do operador .",pt,2019-07-20T00:00:00.000Z,Injury,Other,"O operador foi pegar um material na parte superior do armário onde é guardada as lixadeiras orbitais e havia um outro operador agachado na parte inferior do mesmo armário pegando material , dai uma lixadeira caiu e bateu na cabeça do operador .",Brazil,Jefferson Soares Da Silva,"01	Acomodação da ferramenta de forma inadequada;
02	Colocação do equipamento em lugar inadequada;
03	Posição do Operador em local inadequado;
04	Atividade não mapeada no JSEA;
05	Procedimento não contempla esse processo.","Improperly fitting parts, materials, fasteners","Improperly placed/secured matls, tools, furniture",Risk Assessment,"DDS  Armazenamento de material sobre cabeça , DDS para toda planta  sobre  armazenamento de materias sobre cabeça, DDS sobre percepção de risco, Revisar JSEA da tarefa e incluir os riscos dessa atividade e treinar time da operação.",0,Foi feita investigação e as ações definidas foram realizadas.,2.0191228E7,Inadequately maintained tools/equipment,2019-07-20T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Suape Port,LATAM,Yes,7,2019-7,Q3-2019
